,timestamp,event_name,source,fields,severity,message
2876,1664583601,high_temperature_log,E-53-2,"[{""device_name"": ""E-53-2"", ""ip_address"": ""10.3.53.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[9885]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-53-2 with hw revision hw-versa-0001"
2877,1664583601,very_high_temperature_log,E-53-2,"[{""device_name"": ""E-53-2"", ""ip_address"": ""10.3.53.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-53-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2888,1664583601,very_high_temperature_log,E-58-2,"[{""device_name"": ""E-58-2"", ""ip_address"": ""10.3.58.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-58-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2878,1664583601,user_login_failure_log,E-54-1,"[{""device_name"": ""E-54-1"", ""ip_address"": ""10.3.54.1""}]",info,2022-10-01 00:20:01: exec[1483]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2880,1664583601,user_login_failure_log,E-54-2,"[{""device_name"": ""E-54-2"", ""ip_address"": ""10.3.54.2""}]",info,2022-10-01 00:20:01: exec[3978]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2881,1664583601,high_temperature_log,E-55-1,"[{""device_name"": ""E-55-1"", ""ip_address"": ""10.3.55.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[9287]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-55-1 with hw revision hw-versa-0001"
2882,1664583601,user_login_failure_log,E-55-1,"[{""device_name"": ""E-55-1"", ""ip_address"": ""10.3.55.1""}]",info,2022-10-01 00:20:01: exec[5643]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2883,1664583601,system_fan_log,E-55-2,"[{""device_name"": ""E-55-2"", ""ip_address"": ""10.3.55.2""}]",critical,2022-10-01 00:20:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
2884,1664583601,user_login_log,E-56-2,"[{""device_name"": ""E-56-2"", ""ip_address"": ""10.3.56.2""}]",info,2022-10-01 00:20:01: exec[9864]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid3515' from 'console' on E-56-2
2885,1664583601,very_high_temperature_log,E-56-2,"[{""device_name"": ""E-56-2"", ""ip_address"": ""10.3.56.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-56-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2886,1664583601,very_high_temperature_log,E-57-1,"[{""device_name"": ""E-57-1"", ""ip_address"": ""10.3.57.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-57-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2879,1664583601,high_temperature_log,E-54-2,"[{""device_name"": ""E-54-2"", ""ip_address"": ""10.3.54.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[3139]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-54-2 with hw revision hw-versa-0001"
2896,1664583601,user_login_log,E-61-1,"[{""device_name"": ""E-61-1"", ""ip_address"": ""10.3.61.1""}]",info,2022-10-01 00:20:01: exec[9656]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid5531' from 'console' on E-61-1
2893,1664583601,user_login_log,E-60-1,"[{""device_name"": ""E-60-1"", ""ip_address"": ""10.3.60.1""}]",info,2022-10-01 00:20:01: exec[9720]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid6028' from 'console' on E-60-1
2898,1664583601,high_temperature_log,E-61-2,"[{""device_name"": ""E-61-2"", ""ip_address"": ""10.3.61.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[3385]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-61-2 with hw revision hw-versa-0001"
2916,1664583601,config_change_log,E-67-2,"[{""device_name"": ""E-67-2"", ""ip_address"": ""10.3.67.2""}]",info,2022-10-01 00:20:01: config[1006]: %MGBL-CONFIG-6-DB_COMMIT : Configuration committed by user 'UID3821'. Use 'show configuration commit changes 9468 to view the changes
2917,1664583601,user_login_log,E-68-1,"[{""device_name"": ""E-68-1"", ""ip_address"": ""10.3.68.1""}]",info,2022-10-01 00:20:01: exec[2301]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid185' from 'console' on E-68-1
2918,1664583601,user_login_log,E-68-2,"[{""device_name"": ""E-68-2"", ""ip_address"": ""10.3.68.2""}]",info,2022-10-01 00:20:01: exec[4073]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid6935' from 'console' on E-68-2
2919,1664583601,user_login_failure_log,E-68-2,"[{""device_name"": ""E-68-2"", ""ip_address"": ""10.3.68.2""}]",info,2022-10-01 00:20:01: exec[1824]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2920,1664583601,hardware_fault_log,E-69-1,"[{""device_name"": ""E-69-1"", ""ip_address"": ""10.3.69.1"", ""hw_revision"": ""hw-versa-0001""}]",critical,"2022-10-01 00:20:01: shelf_mgr[8941]: %INFRA-SHELF_MGR-3-HW_FAILURE_EVENT : HW failure event HW_EVENT_FAILURE, event_reason_str 'No Input or HW Power Failure' for device E-69-1 with hw revision hw-versa-0001"
2921,1664583601,user_logout_log,E-69-1,"[{""device_name"": ""E-69-1"", ""ip_address"": ""10.3.69.1""}]",info,2022-10-01 00:20:01: SSHD_[8493]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User UID2221 from E-69-1 logged out on 'vty0'
2922,1664583601,hardware_fault_log,E-69-2,"[{""device_name"": ""E-69-2"", ""ip_address"": ""10.3.69.2"", ""hw_revision"": ""hw-versa-0001""}]",critical,"2022-10-01 00:20:01: shelf_mgr[9198]: %INFRA-SHELF_MGR-3-HW_FAILURE_EVENT : HW failure event HW_EVENT_FAILURE, event_reason_str 'No Input or HW Power Failure' for device E-69-2 with hw revision hw-versa-0001"
2923,1664583601,high_temperature_log,E-69-2,"[{""device_name"": ""E-69-2"", ""ip_address"": ""10.3.69.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[455]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-69-2 with hw revision hw-versa-0001"
2924,1664583601,user_login_failure_log,E-69-2,"[{""device_name"": ""E-69-2"", ""ip_address"": ""10.3.69.2""}]",info,2022-10-01 00:20:01: exec[6548]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2925,1664583601,system_fan_log,E-70-1,"[{""device_name"": ""E-70-1"", ""ip_address"": ""10.3.70.1""}]",critical,2022-10-01 00:20:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
2926,1664583601,high_temperature_log,E-71-1,"[{""device_name"": ""E-71-1"", ""ip_address"": ""10.3.71.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[2680]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-71-1 with hw revision hw-versa-0001"
2927,1664583601,system_fan_log,E-71-1,"[{""device_name"": ""E-71-1"", ""ip_address"": ""10.3.71.1""}]",critical,2022-10-01 00:20:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
2928,1664583601,very_high_temperature_log,E-71-2,"[{""device_name"": ""E-71-2"", ""ip_address"": ""10.3.71.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-71-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2929,1664583601,user_login_log,E-72-1,"[{""device_name"": ""E-72-1"", ""ip_address"": ""10.3.72.1""}]",info,2022-10-01 00:20:01: exec[9933]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid2244' from 'console' on E-72-1
2930,1664583601,high_temperature_log,E-72-2,"[{""device_name"": ""E-72-2"", ""ip_address"": ""10.3.72.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[9521]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-72-2 with hw revision hw-versa-0001"
2931,1664583601,config_change_log,E-72-2,"[{""device_name"": ""E-72-2"", ""ip_address"": ""10.3.72.2""}]",info,2022-10-01 00:20:01: config[1123]: %MGBL-CONFIG-6-DB_COMMIT : Configuration committed by user 'UID7195'. Use 'show configuration commit changes 3391 to view the changes
2932,1664583601,high_temperature_log,E-73-1,"[{""device_name"": ""E-73-1"", ""ip_address"": ""10.3.73.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[8917]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-73-1 with hw revision hw-versa-0001"
2933,1664583601,user_login_log,E-73-1,"[{""device_name"": ""E-73-1"", ""ip_address"": ""10.3.73.1""}]",info,2022-10-01 00:20:01: exec[1562]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid1711' from 'console' on E-73-1
2934,1664583601,high_temperature_log,E-73-2,"[{""device_name"": ""E-73-2"", ""ip_address"": ""10.3.73.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[9804]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-73-2 with hw revision hw-versa-0001"
2915,1664583601,high_temperature_log,E-67-2,"[{""device_name"": ""E-67-2"", ""ip_address"": ""10.3.67.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[9331]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-67-2 with hw revision hw-versa-0001"
2897,1664583601,user_login_failure_log,E-61-1,"[{""device_name"": ""E-61-1"", ""ip_address"": ""10.3.61.1""}]",info,2022-10-01 00:20:01: exec[7239]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
2914,1664583601,high_temperature_log,E-67-1,"[{""device_name"": ""E-67-1"", ""ip_address"": ""10.3.67.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[6004]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-67-1 with hw revision hw-versa-0001"
2912,1664583601,config_change_log,E-66-1,"[{""device_name"": ""E-66-1"", ""ip_address"": ""10.3.66.1""}]",info,2022-10-01 00:20:01: config[3684]: %MGBL-CONFIG-6-DB_COMMIT : Configuration committed by user 'UID1948'. Use 'show configuration commit changes 6686 to view the changes
2899,1664583601,user_login_log,E-61-2,"[{""device_name"": ""E-61-2"", ""ip_address"": ""10.3.61.2""}]",info,2022-10-01 00:20:01: exec[5602]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid4528' from 'console' on E-61-2
2900,1664583601,high_temperature_log,E-62-1,"[{""device_name"": ""E-62-1"", ""ip_address"": ""10.3.62.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[6182]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-62-1 with hw revision hw-versa-0001"
2901,1664583601,very_high_temperature_log,E-62-1,"[{""device_name"": ""E-62-1"", ""ip_address"": ""10.3.62.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-62-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2902,1664583601,user_logout_log,E-63-1,"[{""device_name"": ""E-63-1"", ""ip_address"": ""10.3.63.1""}]",info,2022-10-01 00:20:01: SSHD_[3203]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User UID2654 from E-63-1 logged out on 'vty0'
2913,1664583601,very_high_temperature_log,E-66-2,"[{""device_name"": ""E-66-2"", ""ip_address"": ""10.3.66.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-66-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2903,1664583601,high_temperature_log,E-63-2,"[{""device_name"": ""E-63-2"", ""ip_address"": ""10.3.63.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[7805]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-63-2 with hw revision hw-versa-0001"
2904,1664583601,user_login_log,E-63-2,"[{""device_name"": ""E-63-2"", ""ip_address"": ""10.3.63.2""}]",info,2022-10-01 00:20:01: exec[2412]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid7477' from 'console' on E-63-2
2874,1664583601,system_fan_log,E-52-2,"[{""device_name"": ""E-52-2"", ""ip_address"": ""10.3.52.2""}]",critical,2022-10-01 00:20:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
2906,1664583601,user_logout_log,E-64-1,"[{""device_name"": ""E-64-1"", ""ip_address"": ""10.3.64.1""}]",info,2022-10-01 00:20:01: SSHD_[3016]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User UID5337 from E-64-1 logged out on 'vty0'
2907,1664583601,very_high_temperature_log,E-64-1,"[{""device_name"": ""E-64-1"", ""ip_address"": ""10.3.64.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-64-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2908,1664583601,system_fan_log,E-64-2,"[{""device_name"": ""E-64-2"", ""ip_address"": ""10.3.64.2""}]",critical,2022-10-01 00:20:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
2909,1664583601,high_temperature_log,E-65-1,"[{""device_name"": ""E-65-1"", ""ip_address"": ""10.3.65.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[1233]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-65-1 with hw revision hw-versa-0001"
2910,1664583601,very_high_temperature_log,E-65-1,"[{""device_name"": ""E-65-1"", ""ip_address"": ""10.3.65.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-65-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
2911,1664583601,high_temperature_log,E-66-1,"[{""device_name"": ""E-66-1"", ""ip_address"": ""10.3.66.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:20:01: shelf_mgr[2250]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-66-1 with hw revision hw-versa-0001"
2905,1664583601,very_high_temperature_log,E-63-2,"[{""device_name"": ""E-63-2"", ""ip_address"": ""10.3.63.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:20:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-63-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
3378,1664583661,bgp_session_down,C-2,"[{""device_name"": ""C-2"", ""local_address"": ""11.2.10.1/30"", ""remote_peer_address"": ""11.2.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[8292]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.10.2/30 changed state to down in device C-2
3379,1664583661,bgp_session_down,C-3,"[{""device_name"": ""C-3"", ""local_address"": ""11.3.10.1/30"", ""remote_peer_address"": ""11.3.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[932]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.10.2/30 changed state to down in device C-3
3380,1664583661,bgp_session_down,C-4,"[{""device_name"": ""C-4"", ""local_address"": ""11.4.10.1/30"", ""remote_peer_address"": ""11.4.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[3055]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.2/30 changed state to down in device C-4
3381,1664583661,bgp_session_down,E-10-1,"[{""device_name"": ""E-10-1"", ""local_address"": ""12.10.1.2/30"", ""remote_peer_address"": ""12.10.1.1/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[2389]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.1/30 changed state to down in device E-10-1
3382,1664583661,bgp_session_down,E-10-2,"[{""device_name"": ""E-10-2"", ""local_address"": ""12.10.2.2/30"", ""remote_peer_address"": ""12.10.2.1/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[7579]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.1/30 changed state to down in device E-10-2
3377,1664583661,bgp_session_down,C-1,"[{""device_name"": ""C-1"", ""local_address"": ""11.1.10.1/30"", ""remote_peer_address"": ""11.1.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:21:01: bgp_mgr[1369]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.10.2/30 changed state to down in device C-1
3346,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.2.1/30"", ""remote_peer_address"": ""12.10.2.2/30"", ""remote_id"": ""E-10-2""}]",critical,2022-10-01 00:21:01: bgp_mgr[7530]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.2/30 changed state to down in device PE-10
3309,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.1.1/30"", ""remote_peer_address"": ""12.57.1.2/30"", ""remote_id"": ""E-57-1""}]",critical,2022-10-01 00:21:01: bgp_mgr[3637]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.1.2/30 changed state to down in device PE-57
3343,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.3.10.2/30"", ""remote_peer_address"": ""11.3.10.1/30"", ""remote_id"": ""C-3""}]",critical,2022-10-01 00:21:01: bgp_mgr[9771]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.10.1/30 changed state to down in device PE-10
3344,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.4.10.2/30"", ""remote_peer_address"": ""11.4.10.1/30"", ""remote_id"": ""C-4""}]",critical,2022-10-01 00:21:01: bgp_mgr[5322]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.1/30 changed state to down in device PE-10
3345,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.1.1/30"", ""remote_peer_address"": ""12.10.1.2/30"", ""remote_id"": ""E-10-1""}]",critical,2022-10-01 00:21:01: bgp_mgr[2339]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.2/30 changed state to down in device PE-10
3310,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.2.1/30"", ""remote_peer_address"": ""12.57.2.2/30"", ""remote_id"": ""E-57-2""}]",critical,2022-10-01 00:21:01: bgp_mgr[3359]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.2.2/30 changed state to down in device PE-57
3342,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.2.10.2/30"", ""remote_peer_address"": ""11.2.10.1/30"", ""remote_id"": ""C-2""}]",critical,2022-10-01 00:21:01: bgp_mgr[4171]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.10.1/30 changed state to down in device PE-10
3308,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.4.57.2/30"", ""remote_peer_address"": ""11.4.57.1/30"", ""remote_id"": ""C-4""}]",critical,2022-10-01 00:21:01: bgp_mgr[4859]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.57.1/30 changed state to down in device PE-57
3341,1664583661,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.1.10.2/30"", ""remote_peer_address"": ""11.1.10.1/30"", ""remote_id"": ""C-1""}]",critical,2022-10-01 00:21:01: bgp_mgr[5383]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.10.1/30 changed state to down in device PE-10
3305,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.1.57.2/30"", ""remote_peer_address"": ""11.1.57.1/30"", ""remote_id"": ""C-1""}]",critical,2022-10-01 00:21:01: bgp_mgr[5735]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.57.1/30 changed state to down in device PE-57
3307,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.3.57.2/30"", ""remote_peer_address"": ""11.3.57.1/30"", ""remote_id"": ""C-3""}]",critical,2022-10-01 00:21:01: bgp_mgr[1110]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.57.1/30 changed state to down in device PE-57
3306,1664583661,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.2.57.2/30"", ""remote_peer_address"": ""11.2.57.1/30"", ""remote_id"": ""C-2""}]",critical,2022-10-01 00:21:01: bgp_mgr[5193]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.57.1/30 changed state to down in device PE-57
3311,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""11.1.57""}]",info,2022-10-01 00:22:01: if_mgr[7415]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device PE-57
3316,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-2-2"", ""link_id"": ""12.57.2""}]",info,2022-10-01 00:22:01: if_mgr[4950]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-2 in device PE-57
3313,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-3"", ""link_id"": ""11.3.57""}]",info,2022-10-01 00:22:01: if_mgr[1009]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-3 in device PE-57
3314,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-4"", ""link_id"": ""11.4.57""}]",info,2022-10-01 00:22:01: if_mgr[2231]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-4 in device PE-57
3315,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-2-1"", ""link_id"": ""12.57.1""}]",info,2022-10-01 00:22:01: if_mgr[6084]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-1 in device PE-57
3312,1664583721,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-2"", ""link_id"": ""11.2.57""}]",info,2022-10-01 00:22:01: if_mgr[4071]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-2 in device PE-57
3348,1664583781,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-2"", ""link_id"": ""11.2.10""}]",info,2022-10-01 00:23:01: if_mgr[4484]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-2 in device PE-10
3383,1664583781,interface_up,C-1,"[{""device_name"": ""C-1"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.1.10""}]",info,2022-10-01 00:23:01: if_mgr[2005]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-1
3384,1664583781,interface_up,C-2,"[{""device_name"": ""C-2"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.2.10""}]",info,2022-10-01 00:23:01: if_mgr[6117]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-2
3385,1664583781,interface_up,C-3,"[{""device_name"": ""C-3"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.3.10""}]",info,2022-10-01 00:23:01: if_mgr[8427]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-3
3388,1664583781,interface_up,E-10-2,"[{""device_name"": ""E-10-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.10.2""}]",info,2022-10-01 00:23:01: if_mgr[8920]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device E-10-2
3317,1664583781,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.1.57.2/30"", ""remote_peer_address"": ""11.1.57.1/30"", ""remote_id"": ""C-1""}]",info,2022-10-01 00:23:01: bgp_mgr[2130]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.57.1/30 changed state to up in device PE-57
3321,1664583781,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.1.1/30"", ""remote_peer_address"": ""12.57.1.2/30"", ""remote_id"": ""E-57-1""}]",info,2022-10-01 00:23:01: bgp_mgr[4171]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.1.2/30 changed state to up in device PE-57
